text,daya_tarik,amenitas,aksesibilitas,citra,harga,sdm
Kurang terawat mungkin carna covid,none,none,none,negatif,none,none
Kurang terawat seharusnya lebih dimaksimalkan kerapihan dan kebersihannya biar lebih menarik...yg bagus cm landmark menurut saya...,netral,none,none,negatif,none,none
"Kurang terawat tempat dan binatang2 nya. Kasian lihat kandang binatang nya. Kotoran seperti tidak pernah dibersihkan. Makanan untuk binatang juga seperti asal asalan. Kalau habis hujan, becek dan kotor.",negatif,none,none,negatif,none,none
Kurang terawat tiket masuk mahal,none,none,none,negatif,negatif,none
kurang terawat 😔 …,none,none,none,negatif,none,none
"kurang terawat, tempat sampah kurang, fasilitas umum kurang, kalau dikelola dengan baik bisa jadi tempat wisata potensial di kota palembang yang kurang tempat wisata alam",none,negatif,none,negatif,none,none
"Kurang terawat, kotor",none,none,none,negatif,none,none
"Kurang terawat, lumayan buat ngadem di Palembang yang panas",none,none,none,negatif,none,none
"Kurang terawat, mohon pemerinta atau pengelolah lbh d perhatiakan. Dan harga tiket masuk mahal 30k@orang tdk sesuai dgn fasilitas 😤 …",none,none,none,negatif,negatif,none
"Kurang terawat, tak ada pembaharuan. Binatang binatang kurang lengkap. Sebagai warga palembang, Taman wisata ini kurang recomended kalo mau di jadikan wajah objek wisata Palembang.",negatif,none,none,negatif,none,none
"Kurang terawat, yang mengelola wahana2nya perorangan jadi terkesan tidak professional",none,none,none,negatif,none,none
Kurang terawat.,none,none,none,negatif,none,none
Kurang terawat. Padahal bagus nian.,none,none,none,netral,none,none
Kurang terawat..,none,none,none,negatif,none,none
Kurang terawat.. Tempat nya sih adem.. Tiket cukup murah..,none,none,none,netral,positif,none
Kurang terawat...,none,none,none,negatif,none,none
Kurang terawat... mohon lbh di perhatikan dan di tingkatkan lgi,none,none,none,negatif,none,none
Kurang tertata,none,none,none,negatif,none,none
Kurang tertata rapi,none,none,none,negatif,none,none
kurang terurus,none,none,none,negatif,none,none
"Kurang terurus, mungkin dari epek korona, semoga kedepannya akan menjadi lebih baik lagi,",none,none,none,negatif,none,none
Kurang totalitas dalam pengembangannya,none,none,none,negatif,none,none
"Kurang wahana permainan, kurang bersih,",negatif,none,none,negatif,none,none
Kurangnya fasilitas seperti pondok da tempat hiburan,negatif,negatif,none,none,none,none
Kuy ke punti kayu,none,none,none,positif,none,none
Kyrang rapih,none,none,none,negatif,none,none
"Lah, katanya punti kayu tutup jam 5 kalo weekend. Baru jam 4 kurang 10 udah gak boleh masuk. Itu bagaimana ya? Saya kecewa dengan pelayanan disini. PHP, udah jauh2 dateng. Malah gak bisa masuk.",none,none,none,negatif,none,none
Latar belakang Hutan dengan pohon pinusnya bagus banget untuk di pake photo-photo :),positif,none,none,none,none,none
Layanan bagus. Tempat nyaman. Sesuai request. Sukses selalu,none,none,none,positif,none,none
"Lebih baik dari yang diharapkan, untuk anak-anak atau orang dewasa. Hutan pinus, kebun binatang kecil dan taman bermain. Cocok untuk jalan-jalan santai atau berpetualang. Biaya masuknya Rp 10k untuk area tersebut, dan Anda harus membayar lagi untuk kebun binatang (10k), Flying Fox (25k), dll. Mendaki ke ketinggian Flying Fox jelas merupakan tantangan keren bagi seorang petualang yang bukan sehari-hari.",positif,none,none,positif,netral,none
Lebih banyak kan lagi area permainan,netral,none,none,none,none,none
lebih di tata lagi dan kebersihan ditingkatkan,none,none,none,negatif,none,none
Lebih ditingkatkan lagi,none,none,none,negatif,none,none
lebih indah jika dikelola dgn baik,none,none,none,negatif,none,none
Lebih tambahin lagi destinasi wisatanya biar makin banyak tempat rekreasi l. Tapi bagus,negatif,none,none,netral,none,none
Legenda,none,none,none,positif,none,none
Lewati jeda,none,none,none,none,none,none
liburan,none,none,none,none,none,none
Liburan byk hewan,netral,none,none,none,none,none
Liburan minggu tadi,none,none,none,none,none,none
Liburan yang menyenangkan,none,none,none,positif,none,none
"Lihatlah jauh ke dalam alam, maka kamu akan memahami segalanya dengan lebih baik",none,none,none,none,none,none
Lingkungan yg nyaman,none,none,none,positif,none,none
Lingkungn kurang bersih sma hewan ea kurang bnyak,negatif,none,none,negatif,none,none
"Lokasi di kilometer 6, ada bnyak tempat yang bagus untuk berfoto, tapi sayang untuk tempat berwudhu dan toilet umum masih belum bersih dan layak untuk pengunjung semoga segera dibenahi",positif,negatif,none,netral,none,none
"Lokasi di pinggir jalan raya, mudah terjangkau dengan kendaraan umum, parkir tersedia luas, mushollah nyaman, toilet bersih, tarif standar, buat santai dan rileks",none,positif,positif,positif,netral,none
"Lokasi di tengah kota, sudah banyak perubahan tp kurang banyak pengunjungnya",none,none,netral,netral,none,none
"Lokasi ini saat ini seperti kurang terrawat dengan baik. Sepi juga dari pengunjung. Kalau untuk liburan bersama keluarga dan ingin menikmati waktu kebersamaan, tidak di sarankan ke tempat ini dengan kondisi saat ini. Buat pengelola, ada baiknya melakukan evaluasi dan pengembangan untuk memanfaatkan lokasi yang sudah ada.",none,none,none,negatif,none,none
Lokasi lumayan dekat kota . objek nya ya hutan pinus dan sedikit satwa. Lumayan utk melepas penat,netral,none,netral,netral,none,none
"Lokasi sangat asri. Tempatnya bagus, cocok untuk jalan bareng keluarga. Harga tiketnya relatif murah. 5k +7,5k PNBP. ( Penghasilan Negara Bukan Pajak ) Jika dibandingkan objek wisata lain yang rata rata diatas 40k. Namun tidak seperti lainya. Disini area sangat luas. SO anda tidak akan kehabisan tempat jika datang pada jam jam sore.",none,none,none,positif,positif,none
Lokasi strategis,none,none,positif,none,none,none
"Lokasi strategis di pinggir jalan kol. H. Burlian km. 6,5 , wiata alam ini terasa sejuk dan hijau, lahan yang luas, boleh bawa kendaraan masuk ke dalam area wisata, bisa untuk sarana mengelilingi semua arena, ada spot poto2 berupa miniatur bangunan bersejarah, pepohonan yang rindang bisa juga sebagai latar poto, kalau ajak keluarga bisa bawa makanan dari rumah, bawa alas tikar untuk wisata dengan konsep piknik alam, sayangnya kondisi taman kurang perawatan. Rumput liar nampak tumbuh tidak dirapikan, saran yang lebih penting, alangkah baiknya membuat event2 seru, seperti konser musik, drama, atau seperti konsep ikan terapi yang di buat kolam khusus, bisa menjadi daya tarik pengunjung untuk datang, karena sayang kalau taman wisata seluas ini, tidak dirawat dan dikelola dengan baik, mengingat lahan untuk objek wisata di tengah kota sudah cukup langka.",netral,none,positif,netral,none,none
Lokasi yang bagus,none,none,none,positif,none,none
"Lokasi yang bagus untuk dikunjungi bersama keluarga, akan tetapi kebersihan perlu diperhatikan karena banyak sampah, rumput tidak terawat.",none,none,none,netral,none,none
lokasi yang belum digarap dengan optimal. pemkot dan dinas pariwisata seharusnya mencari terobosan agar tempat yang strategis ditengah kota ini bisa menjadi tujuan wisata yang wajib dikunjungi bagi pengunjung lokal dan luar kota saat berada di Palembang. Digarap secara profesional dan dapat menjadi sumber PAD.,none,none,none,negatif,none,none
"Lokasi yang strategis di tengah kota palembang, diperlukan petunjuk arah yg lebih jelas agar, bisa semakin banyak orang yg mengetahui hutan wisata ini, trdapat satwa liar dan jenis mamalia darat seperti kera, ada juga jenis aves, serangga, dan amphibi, tapi tdk tau untuk spesies reptil, apakah ada disini, atau hanya patungnya saja, buka setiap hari dri pagi-sore, ayo ajak keluarga dan sobat kerabat ke twa punti kayu, karena semakin bnyk tau, semakin banyak ilmu😊👍",netral,none,positif,positif,none,none
"lokasi yg menenangkan di Kota Palembang. bagi yg tak suka hingar bingar, silahkan berakhir pekan di tempat ini, hirup udara segar sambil berolahraga.",none,none,none,positif,none,none
Lokasinya strategis dekat tol dalam kota tepatnya sangat besar dan tenang serta nyaman untuk rekreasi,none,none,positif,positif,none,none
Lotto bangetttt,none,none,none,none,none,none
Luar biasa,none,none,none,positif,none,none
luar biasa :),none,none,none,positif,none,none
"Luar biasa, tidak ada duanya",none,none,none,positif,none,none
Luas ..bagus ...banyk wahana ..hanya kurang kebersihan yg dijaga dan tidak terawat,positif,none,none,netral,none,none
"Luas sekali. Udara yang sejuk, nyaman, banyak wahana dan permainan yang berbeda-beda, kebun binatang, waterpark, jembatan gantung dan lain lain. Sejak pertama kali ke sini, …",positif,none,none,positif,none,none
Luas tapi kurang perawatannya,none,none,none,negatif,none,none
Luas untuk camping. Acara keluarga. T4 sejuk.,none,none,none,positif,none,none
Luas. Bnyak spot foto. Hati-hati sama monyet disni.,positif,none,none,netral,none,none
Lum A Yan,none,none,none,netral,none,none
Lumayab,none,none,none,netral,none,none
Lumayan,none,none,none,netral,none,none
Lumayan alami untuk hutan di tengah kota,none,none,none,netral,none,none
Lumayan asik,none,none,none,positif,none,none
Lumayan bagi yg bth hiburan,none,none,none,netral,none,none
Lumayan bagus,none,none,none,positif,none,none
Lumayan bagus bisa poto dengan jembatan Cinta tapi tepat yang untuk foto ada genangan air dan bangunan nya ada yang belum selesai seperti candi borobudur dan wc nya jorok sekali dan bila mau masuk ke tempat hewan hewan harus bayar lagi tapi Bagus dining dan sejuk,netral,negatif,none,netral,netral,none
Lumayan bagus buat liburan,none,none,none,positif,none,none
Lumayan bagus oke juga,none,none,none,positif,none,none
Lumayan bagus untu beberapa tempat Tapi sayang banyak tempat yg kurang terawat sehingga seperti terbengkalai Padahal ada beberapa tempat yg sudah bagus dan menarik Jika semua tempat terawat dan terjaga pasti akan lebih baik dan bagus lagi dan bisa mendatangkan wisatawan lebih banyak lagi dan mereka pasti mau berkunjung lagi kesana,netral,none,none,netral,none,none
Lumayan bagus yang penting bawa pasangan 🤍🤪 …,none,none,none,positif,none,none
"Lumayan bagus, tapi masih harus lebih ditingkatkan baik wahana, pelayanan, sarana dan prasarananya",netral,netral,none,netral,none,none
"Lumayan bagus, tp lebih bagus lg kl tempat sampahnya diperbanyak lg dan tempat duduknya diperbaiki juga.",none,negatif,none,netral,none,none
"Lumayan bagus,,,tapi akan lebih bagus lagi jika tempatnya terawat. Pengelolaannya ditingkatkan lagi",none,none,none,netral,none,none
Lumayan bagusss,none,none,none,positif,none,none
"Lumayan baik buat edukasi anak anak Sayang sekarang punti kayu kurang perawatan, binatang binatangny pun kurang lengkap ga seperti zaman saya kecil dulu …",negatif,none,none,negatif,none,none
"Lumayan baik untuk olahraga jalan mengeluarkan keringat, akan lebih baik lagi bila pemeliharaan nya dan wahana yg ada didalamnya ditingkatkan. Cuma hati-hati jika bawa makanan dalam kresek jangan ditinggalkan begitu saja saat anda berfoto karena akan di ambil monyet.",netral,none,none,netral,none,none
lumayan bisa lihat banyak monyet dan patung hewan lainnya,netral,none,none,none,none,none
Lumayan bt santai bareng keluarga,none,none,none,netral,none,none
Lumayan buat ilangi rasa bosen,none,none,none,netral,none,none
lumayan buat jjl keluarga,none,none,none,netral,none,none
Lumayan buat menikmati suasana flora,none,none,none,netral,none,none
Lumayan buat ngadem ditengah kota yang panas,none,none,none,netral,none,none
lumayan buat refreshing dari pada mall terus,none,none,none,netral,none,none
Lumayan buat t4 piknik,none,none,none,netral,none,none
Lumayan buat wisata,none,none,none,netral,none,none
Lumayan cukup menarik buat ngajak keluarga refreshing dan mengenalkan anak tentang satwa liar,none,none,none,positif,none,none
Lumayan juga.. Harga tiket masuk cuma 20ribuan,none,none,none,netral,positif,none
Lumayan kalo mau ajak anak² buat rekreasi piknik tapi jangan pas musim hujan banyak nyamuk dan pacet dan hati² sm monyet disana,none,none,none,negatif,none,none
"Lumayan kalo mau cari suasana yang asri, banyak pohonnya.. ada beberapa jenis hewan , agak mirip suasana kebun binatang...",netral,none,none,positif,none,none
"Lumayan la untuk hiburan hilangkan penat kerja bersama kluarga anak2.ada aneka satwa, plying roof, reflika dunia...",netral,none,none,netral,none,none
lumayan lah buat ajak anak2 rekreasi... pepohonan yang rimbun... n terjangkau,netral,none,none,netral,none,none
Lumayan lah buat nyantai....kurang terawat aja tempat y,none,none,none,negatif,none,none
lumayan mahal untuk rekreasi,none,none,none,none,negatif,none
Lumayan menyenangkan,none,none,none,positif,none,none
Lumayan mnghilangkan penat dari aktifitas sehari2..suasana hutan berada d tengah kota..mantap,none,none,none,positif,none,none
"Lumayan nyaman lah untuk di Palembang Cuma masih kurang banyak wahana nya Jadi kurang menarik sedikit, juga sudah masuk taman, mau masuk wahana nya kok bayar lagi ya😡 …",negatif,none,none,netral,negatif,none
"Lumayan nyaman, Tapi ditaman satwa bnyak sekali nyamuk,.",none,none,none,netral,none,none
Lumayan OK,none,none,none,positif,none,none
Lumayan oke buat wisata alam satu-satunya di palembang,none,none,none,positif,none,none
"Lumayan oke. Cb dikelola lbh profesional, lbh bagus deh. Lumayan bt foto2, nemenin anak2 sekolah outbond jg. He",positif,none,none,netral,none,none
Lumayan Pengelolaannya sekarang. Di tingkatkan lagi dong,none,none,none,netral,none,none
Lumayan rame..bisa ngasih monyet2 makan,netral,none,none,netral,none,none
"Lumayan saja, perlu banyak perbaikan. Kurang perawatan.",none,none,none,negatif,none,none
"lumayan sd ad perubahan. perawatan hrs ditgkatkan. hewa2 yg dipelihara malanannya tlg diperhatikan, trims",none,none,none,negatif,none,none
Lumayan sebagai tempat tamasya bersama keluarga,none,none,none,netral,none,none
Lumayan sekr dah ada outbond nya,netral,none,none,none,none,none
Lumayan sepi,none,none,none,netral,none,none
Lumayan sih utk spot berfoto di hutan pinus. Tetapi stiap wahana harus bayar dan kebun binatang nya sangat tidak terawat. Kasihan sama hewan di dalamnya,negatif,none,none,negatif,negatif,none
"Lumayan sih.. Tp sudah kena tiket masuk yg relatif mahal, eh di dalam ada beberapa wahana yg tetap harus bayar lagi..",none,none,none,netral,negatif,none
Lumayan tapi masih kurang bersih...,none,none,none,negatif,none,none
Lumayan tp kutang terawat,none,none,none,negatif,none,none
Lumayan untuk anak2,none,none,none,netral,none,none
Lumayan untuk bermain anak-anak dalam kota,none,none,none,netral,none,none
Lumayan untuk cari suasana sejuk..tapi sayangnya hewan peliharaan dan kandang kurang terawat harap menjadi perhatian..,negatif,none,none,netral,none,none
lumayan untuk hubting foto,none,none,none,netral,none,none
Lumayan untuk Refresing menghilangkan penat...,none,none,none,netral,none,none
"Lumayan untuk santai ajak keluarga.. kurang penataan, hrs lebih banyak di tambah isi nya, contoh gembira loka yogya nah..",none,none,none,netral,none,none
Lumayan utk jln2,none,none,none,netral,none,none
Lumayan utk tempat foto di area hutan,netral,none,none,none,none,none
Lumayan wisata hutan tengah kota,none,none,none,netral,none,none
"Lumayan, bisa ngajak keluarga rekreasi disini, pengunjung kebanyakan dari luar kota palembang.",none,none,none,netral,none,none
"Lumayan, ditingkatkan lg kebersihannya",none,none,none,negatif,none,none
"Lumayan, tapi kasian binatang nya kek kurang makan",none,none,none,negatif,none,none
